country,year,VC_investment,iso3c
Australia,2006,0.0556461968691927,AUS
Australia,2007,0.0689199986424151,AUS
Australia,2008,0.0714262211346462,AUS
Australia,2009,0.0523643720251987,AUS
Australia,2010,0.0282681201066528,AUS
Australia,2011,0.0159255005482153,AUS
Australia,2012,0.0208161045610772,AUS
Australia,2013,0.0163818244668303,AUS
Australia,2014,0.018163173156178,AUS
Australia,2015,0.0231616330943799,AUS
Australia,2016,0.0126873572695788,AUS
Australia,2017,0.0251351160453031,AUS
Australia,2018,0.0294764276386916,AUS
Australia,2019,0.035374318947723,AUS
Austria,2007,0.0220863577512284,AUT
Austria,2008,0.0211476101982655,AUT
Austria,2009,0.0260440730117915,AUT
Austria,2010,0.012536433974522,AUT
Austria,2011,0.0317124791565362,AUT
Austria,2012,0.0132404113809485,AUT
Austria,2013,0.0197986449596004,AUT
Austria,2014,0.0179496917447745,AUT
Austria,2015,0.034288414025418,AUT
Austria,2016,0.0152367362203625,AUT
Austria,2017,0.0268602373310629,AUT
Austria,2018,0.02185209689743,AUT
Austria,2019,0.0173625673141394,AUT
Austria,2020,0.0243800409483166,AUT
Austria,2021,0.173618300077183,AUT
Austria,2022,0.0403497689112499,AUT
Austria,2023,0.0208604217405256,AUT
Austria,2024,0.0280210885476196,AUT
Belgium,2007,0.0562644907390356,BEL
Belgium,2008,0.0326430310987894,BEL
Belgium,2009,0.0427296239762089,BEL
Belgium,2010,0.0227157884033878,BEL
Belgium,2011,0.0306854241438959,BEL
Belgium,2012,0.0324532240463514,BEL
Belgium,2013,0.0281802693002789,BEL
Belgium,2014,0.0316499968857951,BEL
Belgium,2015,0.0231686661192711,BEL
Belgium,2016,0.0392412289547441,BEL
Belgium,2017,0.047367323318229,BEL
Belgium,2018,0.0665928793806177,BEL
Belgium,2019,0.0905546825433875,BEL
Belgium,2020,0.0928627358964626,BEL
Belgium,2021,0.0769317435483773,BEL
Belgium,2022,0.0669115726560185,BEL
Belgium,2023,0.0567176555473293,BEL
Belgium,2024,0.0799886384734653,BEL
Bulgaria,2007,0.0102649980332813,BGR
Bulgaria,2008,0.0198042713465444,BGR
Bulgaria,2009,0.0226630964003744,BGR
Bulgaria,2010,0.0040789149505622,BGR
Bulgaria,2011,0.0044777082340821,BGR
Bulgaria,2012,4.96907050552029e-05,BGR
Bulgaria,2013,0.0083395505905802,BGR
Bulgaria,2014,0.0051548790668738,BGR
Bulgaria,2015,0.0185664960266242,BGR
Bulgaria,2016,0.0114941078199608,BGR
Bulgaria,2017,0.0080265825442565,BGR
Bulgaria,2018,0.0073272048872125,BGR
Bulgaria,2019,0.0051998786687914,BGR
Bulgaria,2020,0.0123290186564123,BGR
Bulgaria,2021,0.025003242772167,BGR
Bulgaria,2022,0.013769760792488,BGR
Bulgaria,2023,0.025874354730821,BGR
Bulgaria,2024,0.028357862719381,BGR
Canada,2007,0.117954784228078,CAN
Canada,2008,0.0756870290920677,CAN
Canada,2009,0.058992431795461,CAN
Canada,2010,0.0652678795972797,CAN
Canada,2011,0.0784559911935428,CAN
Canada,2013,0.0854102309380617,CAN
Canada,2014,0.0907286603134266,CAN
Canada,2015,0.103785034868182,CAN
Canada,2016,0.148613408328394,CAN
Canada,2017,0.168202990501732,CAN
Canada,2018,0.155447440409759,CAN
Canada,2019,0.223242624427661,CAN
Canada,2020,0.180229535398602,CAN
Canada,2021,0.4724264418459,CAN
Canada,2022,0.32812503177987,CAN
Canada,2023,0.22749670122106,CAN
Canada,2024,0.199755040809054,CAN
Croatia,2007,0.0165251820224773,HRV
Croatia,2008,0.0085912829334614,HRV
Croatia,2009,0.0,HRV
Croatia,2010,0.000672402112854,HRV
Croatia,2011,0.0255213111229957,HRV
Croatia,2012,0.0213928572339243,HRV
Croatia,2013,0.0144846213951788,HRV
Croatia,2014,0.0015600112593484,HRV
Croatia,2015,0.0021752638739115,HRV
Croatia,2016,0.0086868156668171,HRV
Croatia,2017,0.0052819715607089,HRV
Croatia,2018,0.0015320596118697,HRV
Croatia,2019,0.0073507223372067,HRV
Croatia,2020,0.0229011974188906,HRV
Croatia,2021,0.0613067222688239,HRV
Croatia,2022,0.0223338442170101,HRV
Croatia,2023,0.0058333086989601,HRV
Croatia,2024,0.0178183242382098,HRV
Czechia,2007,0.0018220396673591,CZE
Czechia,2008,0.0206965300098997,CZE
Czechia,2009,0.000115061530729,CZE
Czechia,2010,0.008249704497242,CZE
Czechia,2011,0.002075942749803,CZE
Czechia,2012,0.0032075834540993,CZE
Czechia,2013,0.0027679163611808,CZE
Czechia,2014,0.0046618560031088,CZE
Czechia,2015,0.0029138589146044,CZE
Czechia,2016,0.0044214176946646,CZE
Czechia,2017,0.0031140162971497,CZE
Czechia,2018,0.0059108087101745,CZE
Czechia,2019,0.0127130155219402,CZE
Czechia,2020,0.0080184295311902,CZE
Czechia,2021,0.0452098746387725,CZE
Czechia,2022,0.0254377059223673,CZE
Czechia,2023,0.019007930381216,CZE
Czechia,2024,0.0065714247091051,CZE
Denmark,2007,0.0706758032398639,DNK
Denmark,2008,0.0730336528085015,DNK
Denmark,2009,0.032519699784701,DNK
Denmark,2010,0.0255314277708517,DNK
Denmark,2011,0.0526742287977454,DNK
Denmark,2012,0.026614613604636,DNK
Denmark,2013,0.0234008918561487,DNK
Denmark,2014,0.0256120934444085,DNK
Denmark,2015,0.0275768917262816,DNK
Denmark,2016,0.0349257179117583,DNK
Denmark,2017,0.0348193559600331,DNK
Denmark,2018,0.101579042654233,DNK
Denmark,2019,0.10042712545182,DNK
Denmark,2020,0.0825772669920725,DNK
Denmark,2021,0.24658111285514,DNK
Denmark,2022,0.0869763354465667,DNK
Denmark,2023,0.147773196456503,DNK
Denmark,2024,0.125086852882601,DNK
Estonia,2007,0.0098904834372113,EST
Estonia,2008,0.0251200362371846,EST
Estonia,2009,0.032515506339996,EST
Estonia,2010,0.0466103445226833,EST
Estonia,2011,0.0081352688419195,EST
Estonia,2012,0.0442891873494769,EST
Estonia,2013,0.0275889636174154,EST
Estonia,2014,0.0506424143383063,EST
Estonia,2015,0.0268342490032911,EST
Estonia,2016,0.0290328052872228,EST
Estonia,2017,0.0165590063973771,EST
Estonia,2018,0.11840900509947,EST
Estonia,2019,0.0920292406771177,EST
Estonia,2020,0.102015115361551,EST
Estonia,2021,0.47180784089428,EST
Estonia,2022,0.416052147846823,EST
Estonia,2023,0.125408856182023,EST
Estonia,2024,0.19724900163635,EST
Finland,2007,0.0714109297412923,FIN
Finland,2008,0.0764460751507592,FIN
Finland,2009,0.0510510418998122,FIN
Finland,2010,0.0548781644662759,FIN
Finland,2011,0.0441735109282907,FIN
Finland,2012,0.0404545764056005,FIN
Finland,2013,0.0586592758641031,FIN
Finland,2014,0.0577786911418352,FIN
Finland,2015,0.0520499711644421,FIN
Finland,2016,0.0583831565899476,FIN
Finland,2017,0.0667897704360424,FIN
Finland,2018,0.094451044037004,FIN
Finland,2019,0.111065819631386,FIN
Finland,2020,0.184154463189659,FIN
Finland,2021,0.150487489080485,FIN
Finland,2022,0.126268371389122,FIN
Finland,2023,0.0675752400883501,FIN
Finland,2024,0.0931091481707841,FIN
France,2007,0.0353917449336229,FRA
France,2008,0.0256425912952436,FRA
France,2009,0.021538932450649,FRA
France,2010,0.0203183148943922,FRA
France,2011,0.0196427585567827,FRA
France,2012,0.0173230573708535,FRA
France,2013,0.0231311101457179,FRA
France,2014,0.0186434941339186,FRA
France,2015,0.0255899644345971,FRA
France,2016,0.0266081063439442,FRA
France,2017,0.0398725704711416,FRA
France,2018,0.0473883116838623,FRA
France,2019,0.0655244196748053,FRA
France,2020,0.0628953045081601,FRA
France,2021,0.102277336147652,FRA
France,2022,0.117797610476794,FRA
France,2023,0.0781737102376435,FRA
France,2024,0.0704218382872444,FRA
Germany,2007,0.0309372708868156,DEU
Germany,2008,0.0405641842320254,DEU
Germany,2009,0.0255301726744019,DEU
Germany,2010,0.02561465013671,DEU
Germany,2011,0.0255132759791723,DEU
Germany,2012,0.0206495497075377,DEU
Germany,2013,0.024118247796309,DEU
Germany,2014,0.0225734703200399,DEU
Germany,2015,0.0300876643740685,DEU
Germany,2016,0.0428618137716549,DEU
Germany,2017,0.0411999415662843,DEU
Germany,2018,0.043038857401014,DEU
Germany,2019,0.0593583661224352,DEU
Germany,2020,0.0538441285532953,DEU
Germany,2021,0.112042854859848,DEU
Germany,2022,0.0846556123482195,DEU
Germany,2023,0.0568466049957281,DEU
Germany,2024,0.0685096003688838,DEU
Greece,2007,0.0082984343147544,GRC
Greece,2008,0.0137036178205217,GRC
Greece,2009,0.0070646716327309,GRC
Greece,2010,0.0022362283445218,GRC
Greece,2011,0.0048561264522941,GRC
Greece,2012,0.0,GRC
Greece,2013,0.0078297913699531,GRC
Greece,2014,0.0063006894904621,GRC
Greece,2015,0.0194318808869314,GRC
Greece,2016,0.0047026170665214,GRC
Greece,2017,0.0048471300237162,GRC
Greece,2018,0.0170226448476242,GRC
Greece,2019,0.0134841310695178,GRC
Greece,2020,0.0116077679446837,GRC
Greece,2021,0.0357540069922105,GRC
Greece,2022,0.0309691444073937,GRC
Greece,2023,0.0096623535280385,GRC
Greece,2024,0.0099872048761953,GRC
Hungary,2007,0.0109215528371023,HUN
Hungary,2008,0.0055970468092979,HUN
Hungary,2009,0.0013389088111498,HUN
Hungary,2010,0.0189333073226549,HUN
Hungary,2011,0.0354287789964451,HUN
Hungary,2012,0.0399622880866679,HUN
Hungary,2013,0.02769822168115,HUN
Hungary,2014,0.0428149380508354,HUN
Hungary,2015,0.0441749470871228,HUN
Hungary,2016,0.0447910354307799,HUN
Hungary,2017,0.0394790448800394,HUN
Hungary,2018,0.0502817802751952,HUN
Hungary,2019,0.0962199526857748,HUN
Hungary,2020,0.0935463713091056,HUN
Hungary,2021,0.0869317450103609,HUN
Hungary,2022,0.0496753336674646,HUN
Hungary,2023,0.0255215578897981,HUN
Hungary,2024,0.0148465083834321,HUN
Ireland,2007,0.0369775301843095,IRL
